2.000000000000000096e-04,1.904000000000000137e-01,5.999999999999999474e-04,0.000000000000000000e+00,9.422000000000000375e-01,0.000000000000000000e+00,3.528000000000000025e-01,1.559999999999999928e-02,2.197999999999999954e-01,2.000000000000000096e-04,9.799999999999999684e-03,2.541999999999999815e-01,0.000000000000000000e+00,4.934000000000000052e-01,5.859999999999999654e-01,9.778000000000000025e-01,5.199999999999999761e-03,4.692000000000000060e-01,0.000000000000000000e+00,9.357999999999999652e-01,3.745999999999999885e-01,3.987999999999999878e-01,1.820000000000000090e-02,9.826000000000000290e-01,4.320000000000000229e-02,9.903999999999999471e-01,5.199999999999999761e-03,3.180000000000000188e-02,0.000000000000000000e+00,2.521999999999999797e-01
7.596000000000000529e-01,7.897999999999999465e-01,9.163999999999999924e-01,0.000000000000000000e+00,9.737999999999999989e-01,0.000000000000000000e+00,8.751999999999999780e-01,8.729999999999999982e-01,6.011999999999999567e-01,4.703999999999999848e-01,1.897999999999999965e-01,8.621999999999999664e-01,8.294000000000000261e-01,3.599999999999999901e-03,9.284000000000000030e-01,9.594000000000000306e-01,2.000000000000000111e-01,9.874000000000000554e-01,5.705999999999999961e-01,9.123999999999999888e-01,8.616000000000000325e-01,9.676000000000000156e-01,2.444000000000000061e-01,4.762000000000000122e-01,9.886000000000000343e-01,0.000000000000000000e+00,4.334000000000000075e-01,1.476000000000000090e-01,3.880000000000000115e-01,1.390000000000000124e-01
7.558000000000000274e-01,6.914000000000000146e-01,7.610000000000000098e-01,0.000000000000000000e+00,9.317999999999999616e-01,0.000000000000000000e+00,9.108000000000000540e-01,9.854000000000000536e-01,4.425999999999999934e-01,7.868000000000000549e-01,1.542000000000000037e-01,9.671999999999999487e-01,9.739999999999999769e-01,3.966000000000000081e-01,9.637999999999999901e-01,9.811999999999999611e-01,9.539999999999999869e-02,9.277999999999999581e-01,6.278000000000000247e-01,2.097999999999999865e-01,8.931999999999999940e-01,5.165999999999999481e-01,4.059999999999999720e-02,4.576000000000000068e-01,9.903999999999999471e-01,4.000000000000000192e-04,4.835999999999999743e-01,6.787999999999999590e-01,6.348000000000000309e-01,3.526000000000000245e-01
8.701999999999999735e-01,8.581999999999999629e-01,9.679999999999999716e-01,0.000000000000000000e+00,9.669999999999999707e-01,4.899999999999999911e-01,9.347999999999999643e-01,9.788000000000000034e-01,9.889999999999999902e-01,9.819999999999999840e-01,6.924000000000000155e-01,8.229999999999999538e-01,9.776000000000000245e-01,7.002000000000000446e-01,9.791999999999999593e-01,8.369999999999999662e-01,3.439999999999999725e-01,9.449999999999999512e-01,6.794000000000000039e-01,6.919999999999999485e-01,9.686000000000000165e-01,3.044000000000000039e-01,8.135999999999999899e-01,9.127999999999999448e-01,9.883999999999999453e-01,8.923999999999999710e-01,6.844000000000000083e-01,9.836000000000000298e-01,9.809999999999999831e-01,3.331999999999999962e-01
9.869999999999999885e-01,9.495999999999999996e-01,9.631999999999999451e-01,0.000000000000000000e+00,9.270000000000000462e-01,1.315999999999999948e-01,9.482000000000000428e-01,9.727999999999999980e-01,9.829999999999999849e-01,9.559999999999999609e-01,9.454000000000000181e-01,9.582000000000000517e-01,8.668000000000000149e-01,6.323999999999999622e-01,6.480000000000000204e-01,7.838000000000000522e-01,7.621999999999999886e-01,8.407999999999999918e-01,9.896000000000000352e-01,8.851999999999999869e-01,9.846000000000000307e-01,4.016000000000000125e-01,9.774000000000000465e-01,9.045999999999999597e-01,9.908000000000000140e-01,6.173999999999999488e-01,9.639999999999999680e-01,9.826000000000000290e-01,9.839999999999999858e-01,9.190000000000000391e-01
9.901999999999999691e-01,9.489999999999999547e-01,9.684000000000000385e-01,1.406000000000000028e-01,9.749999999999999778e-01,7.261999999999999567e-01,9.512000000000000455e-01,9.711999999999999522e-01,9.717999999999999972e-01,9.856000000000000316e-01,9.577999999999999847e-01,9.639999999999999680e-01,8.608000000000000096e-01,9.883999999999999453e-01,9.644000000000000350e-01,8.317999999999999838e-01,9.751999999999999558e-01,8.409999999999999698e-01,9.749999999999999778e-01,9.899999999999999911e-01,9.778000000000000025e-01,6.004000000000000448e-01,9.881999999999999673e-01,9.899999999999999911e-01,9.909999999999999920e-01,6.905999999999999917e-01,9.674000000000000377e-01,8.688000000000000167e-01,6.755999999999999783e-01,8.971999999999999975e-01
9.879999999999999893e-01,9.564000000000000279e-01,9.626000000000000112e-01,2.197999999999999954e-01,9.754000000000000448e-01,6.887999999999999678e-01,9.716000000000000192e-01,9.719999999999999751e-01,9.419999999999999485e-01,9.881999999999999673e-01,9.562000000000000499e-01,9.809999999999999831e-01,7.388000000000000123e-01,9.699999999999999734e-01,9.609999999999999654e-01,8.419999999999999707e-01,9.844000000000000528e-01,8.476000000000000201e-01,9.808000000000000052e-01,9.899999999999999911e-01,9.666000000000000147e-01,7.645999999999999464e-01,9.898000000000000131e-01,9.881999999999999673e-01,9.888000000000000123e-01,2.511999999999999789e-01,8.796000000000000485e-01,9.482000000000000428e-01,8.971999999999999975e-01,6.854000000000000092e-01
9.818000000000000060e-01,9.724000000000000421e-01,9.844000000000000528e-01,5.275999999999999579e-01,9.791999999999999593e-01,8.367999999999999883e-01,9.579999999999999627e-01,9.799999999999999822e-01,9.674000000000000377e-01,9.868000000000000105e-01,9.679999999999999716e-01,9.856000000000000316e-01,9.903999999999999471e-01,9.784000000000000474e-01,9.841999999999999638e-01,9.200000000000000400e-01,9.831999999999999629e-01,8.923999999999999710e-01,9.808000000000000052e-01,9.889999999999999902e-01,8.449999999999999734e-01,8.105999999999999872e-01,9.899999999999999911e-01,9.888000000000000123e-01,9.908000000000000140e-01,2.812000000000000055e-01,8.913999999999999702e-01,9.622000000000000552e-01,9.409999999999999476e-01,7.623999999999999666e-01
9.834000000000000519e-01,9.821999999999999620e-01,9.574000000000000288e-01,9.150000000000000355e-01,9.768000000000000016e-01,9.492000000000000437e-01,9.671999999999999487e-01,9.639999999999999680e-01,9.237999999999999545e-01,9.888000000000000123e-01,9.676000000000000156e-01,9.819999999999999840e-01,9.901999999999999691e-01,9.689999999999999725e-01,9.726000000000000201e-01,9.479999999999999538e-01,9.858000000000000096e-01,8.938000000000000389e-01,9.851999999999999647e-01,9.888000000000000123e-01,8.930000000000000160e-01,9.502000000000000446e-01,9.896000000000000352e-01,9.899999999999999911e-01,9.908000000000000140e-01,6.031999999999999584e-01,8.803999999999999604e-01,9.811999999999999611e-01,9.679999999999999716e-01,8.985999999999999543e-01
9.237999999999999545e-01,9.839999999999999858e-01,9.647999999999999909e-01,9.711999999999999522e-01,9.015999999999999570e-01,9.547999999999999821e-01,9.599999999999999645e-01,9.869999999999999885e-01,9.435999999999999943e-01,9.888000000000000123e-01,9.677999999999999936e-01,9.799999999999999822e-01,9.899999999999999911e-01,9.659999999999999698e-01,9.769999999999999796e-01,9.203999999999999959e-01,9.856000000000000316e-01,9.195999999999999730e-01,9.849999999999999867e-01,9.883999999999999453e-01,9.020000000000000240e-01,9.731999999999999540e-01,9.604000000000000314e-01,9.898000000000000131e-01,9.868000000000000105e-01,8.174000000000000155e-01,9.739999999999999769e-01,9.776000000000000245e-01,9.849999999999999867e-01,9.205999999999999739e-01
